text,intent,entities
How's the weather different in current location vs Berlin?,weather_comparison,"{'location1': 'current location', 'location2': 'Berlin'}"
How's the weather different in Mumbai vs Rome?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Rome'}"
"Which is warmer, here or Paris?",weather_comparison,"{'location1': 'here', 'location2': 'Paris'}"
What's the weather difference between Seoul and my location?,weather_comparison,"{'location1': 'Seoul', 'location2': 'my location'}"
Weather comparison: Moscow versus San Francisco,weather_comparison,"{'location1': 'Moscow', 'location2': 'San Francisco'}"
"Which is warmer, San Francisco or Paris?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'Paris'}"
Compare temperatures in Sydney and here,weather_comparison,"{'location1': 'Sydney', 'location2': 'here'}"
How do temperatures compare in Amsterdam and Tokyo?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Tokyo'}"
Compare weather in Rome and Mumbai,weather_comparison,"{'location1': 'Rome', 'location2': 'Mumbai'}"
How's the weather different in Rome vs Sydney?,weather_comparison,"{'location1': 'Rome', 'location2': 'Sydney'}"
Temperature comparison between my location and Seoul,weather_comparison,"{'location1': 'my location', 'location2': 'Seoul'}"
"Which is colder, Rome or Mumbai?",weather_comparison,"{'location1': 'Rome', 'location2': 'Mumbai'}"
"Which is warmer, Tokyo or Dubai?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'Dubai'}"
How does the weather in my location compare to Mumbai?,weather_comparison,"{'location1': 'my location', 'location2': 'Mumbai'}"
How's the weather different in current location vs Tokyo?,weather_comparison,"{'location1': 'current location', 'location2': 'Tokyo'}"
How does the weather in Paris compare to San Francisco?,weather_comparison,"{'location1': 'Paris', 'location2': 'San Francisco'}"
Compare temperatures in Moscow and Mumbai,weather_comparison,"{'location1': 'Moscow', 'location2': 'Mumbai'}"
"Which is colder, Amsterdam or New York?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'New York'}"
"Which is warmer, Singapore or my location?",weather_comparison,"{'location1': 'Singapore', 'location2': 'my location'}"
"Which city has better weather, Toronto or Tokyo?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Tokyo'}"
Weather difference between my location and New York,weather_comparison,"{'location1': 'my location', 'location2': 'New York'}"
What's the weather difference between Berlin and Sydney?,weather_comparison,"{'location1': 'Berlin', 'location2': 'Sydney'}"
Compare current conditions in Tokyo and my location,weather_comparison,"{'location1': 'Tokyo', 'location2': 'my location'}"
Weather comparison between Singapore and Moscow,weather_comparison,"{'location1': 'Singapore', 'location2': 'Moscow'}"
Compare weather in Sydney and Paris,weather_comparison,"{'location1': 'Sydney', 'location2': 'Paris'}"
"Which is colder, Paris or Berlin?",weather_comparison,"{'location1': 'Paris', 'location2': 'Berlin'}"
What's the current weather in my location?,current_weather,{'location': 'my location'}
Tell me about today's weather in Seoul,current_weather,{'location': 'Seoul'}
What's the weather difference between Seoul and Amsterdam?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Amsterdam'}"
How's the weather different in Tokyo vs Mumbai?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Mumbai'}"
Temperature comparison between Paris and New York,weather_comparison,"{'location1': 'Paris', 'location2': 'New York'}"
Weather difference between Toronto and current location,weather_comparison,"{'location1': 'Toronto', 'location2': 'current location'}"
Weather update for current location,current_weather,{'location': 'current location'}
Compare weather in Seoul and Rome,weather_comparison,"{'location1': 'Seoul', 'location2': 'Rome'}"
How does the weather in my location compare to Seoul?,weather_comparison,"{'location1': 'my location', 'location2': 'Seoul'}"
"Which is colder, Paris or Moscow?",weather_comparison,"{'location1': 'Paris', 'location2': 'Moscow'}"
"Which is colder, London or Tokyo?",weather_comparison,"{'location1': 'London', 'location2': 'Tokyo'}"
Weather comparison between Paris and Toronto,weather_comparison,"{'location1': 'Paris', 'location2': 'Toronto'}"
Weather difference between Moscow and my location,weather_comparison,"{'location1': 'Moscow', 'location2': 'my location'}"
Weather contrast between Toronto and New York,weather_comparison,"{'location1': 'Toronto', 'location2': 'New York'}"
How do temperatures compare in Toronto and Tokyo?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Tokyo'}"
How's the weather different in Moscow vs Paris?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Paris'}"
"Which is colder, New York or current location?",weather_comparison,"{'location1': 'New York', 'location2': 'current location'}"
Compare temperatures in Mumbai and New York,weather_comparison,"{'location1': 'Mumbai', 'location2': 'New York'}"
Will it snow in New York?,precipitation_query,{'location': 'New York'}
What's the weather difference between here and Sydney?,weather_comparison,"{'location1': 'here', 'location2': 'Sydney'}"
Weather difference between Toronto and Sydney,weather_comparison,"{'location1': 'Toronto', 'location2': 'Sydney'}"
What's the weather prediction for Paris?,weather_forecast,{'location': 'Paris'}
How's the weather different in Tokyo vs here?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'here'}"
Weather comparison between Moscow and Singapore,weather_comparison,"{'location1': 'Moscow', 'location2': 'Singapore'}"
"Which city has better weather, current location or New York?",weather_comparison,"{'location1': 'current location', 'location2': 'New York'}"
Weather difference between Moscow and Paris,weather_comparison,"{'location1': 'Moscow', 'location2': 'Paris'}"
What's the weather going to be like in Tokyo next week?,weather_forecast,{'location': 'Tokyo'}
How do temperatures compare in Paris and San Francisco?,weather_comparison,"{'location1': 'Paris', 'location2': 'San Francisco'}"
Tell me about today's weather in San Francisco,current_weather,{'location': 'San Francisco'}
What's the temp in Dubai?,temperature_query,{'location': 'Dubai'}
Will it rain tomorrow in Amsterdam?,weather_forecast,{'location': 'Amsterdam'}
Compare temperatures in Singapore and Tokyo,weather_comparison,"{'location1': 'Singapore', 'location2': 'Tokyo'}"
Compare weather in Mumbai and Singapore,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Singapore'}"
Weather difference between my location and London,weather_comparison,"{'location1': 'my location', 'location2': 'London'}"
Weather comparison between Tokyo and Moscow,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Moscow'}"
Compare current conditions in current location and Tokyo,weather_comparison,"{'location1': 'current location', 'location2': 'Tokyo'}"
Temperature comparison between Berlin and here,weather_comparison,"{'location1': 'Berlin', 'location2': 'here'}"
Compare current conditions in New York and Paris,weather_comparison,"{'location1': 'New York', 'location2': 'Paris'}"
Compare temperatures in here and Rome,weather_comparison,"{'location1': 'here', 'location2': 'Rome'}"
Compare current conditions in Tokyo and Seoul,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Seoul'}"
Weather comparison between my location and current location,weather_comparison,"{'location1': 'my location', 'location2': 'current location'}"
Weather comparison between here and Dubai,weather_comparison,"{'location1': 'here', 'location2': 'Dubai'}"
Weather comparison between current location and Singapore,weather_comparison,"{'location1': 'current location', 'location2': 'Singapore'}"
How does the weather in Tokyo compare to Mumbai?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Mumbai'}"
How does the weather in my location compare to Paris?,weather_comparison,"{'location1': 'my location', 'location2': 'Paris'}"
Weather comparison: Moscow versus New York,weather_comparison,"{'location1': 'Moscow', 'location2': 'New York'}"
Weather contrast between Mumbai and here,weather_comparison,"{'location1': 'Mumbai', 'location2': 'here'}"
"Which is warmer, Sydney or Paris?",weather_comparison,"{'location1': 'Sydney', 'location2': 'Paris'}"
What's the weather going to be like in San Francisco next week?,weather_forecast,{'location': 'San Francisco'}
"Which city has better weather, Tokyo or my location?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'my location'}"
"Which is colder, Amsterdam or Sydney?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Sydney'}"
Weather difference between Amsterdam and my location,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'my location'}"
Weather contrast between Seoul and London,weather_comparison,"{'location1': 'Seoul', 'location2': 'London'}"
Compare current conditions in New York and current location,weather_comparison,"{'location1': 'New York', 'location2': 'current location'}"
How does the weather in my location compare to Sydney?,weather_comparison,"{'location1': 'my location', 'location2': 'Sydney'}"
What's the mercury reading in Sydney?,temperature_query,{'location': 'Sydney'}
Compare current conditions in London and here,weather_comparison,"{'location1': 'London', 'location2': 'here'}"
What's the mercury reading in New York?,temperature_query,{'location': 'New York'}
How do temperatures compare in Singapore and Rome?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Rome'}"
How does the weather in Mumbai compare to Dubai?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Dubai'}"
How's the weather different in London vs Mumbai?,weather_comparison,"{'location1': 'London', 'location2': 'Mumbai'}"
What's the weather forecast for Toronto?,weather_forecast,{'location': 'Toronto'}
How does the weather in San Francisco compare to Mumbai?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Mumbai'}"
Weather contrast between San Francisco and here,weather_comparison,"{'location1': 'San Francisco', 'location2': 'here'}"
Weather difference between New York and Toronto,weather_comparison,"{'location1': 'New York', 'location2': 'Toronto'}"
What's the precipitation chance in current location?,precipitation_query,{'location': 'current location'}
Weather comparison: Dubai versus Toronto,weather_comparison,"{'location1': 'Dubai', 'location2': 'Toronto'}"
What's the feels like temperature in Paris?,temperature_query,{'location': 'Paris'}
How does the weather in Seoul compare to Toronto?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Toronto'}"
"Which city has better weather, Seoul or Paris?",weather_comparison,"{'location1': 'Seoul', 'location2': 'Paris'}"
Temperature comparison between current location and Berlin,weather_comparison,"{'location1': 'current location', 'location2': 'Berlin'}"
"Which city has better weather, current location or here?",weather_comparison,"{'location1': 'current location', 'location2': 'here'}"
Temperature comparison between current location and San Francisco,weather_comparison,"{'location1': 'current location', 'location2': 'San Francisco'}"
Compare current conditions in Singapore and Moscow,weather_comparison,"{'location1': 'Singapore', 'location2': 'Moscow'}"
"Which is warmer, current location or New York?",weather_comparison,"{'location1': 'current location', 'location2': 'New York'}"
Compare current conditions in San Francisco and Dubai,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Dubai'}"
Weather contrast between Berlin and Amsterdam,weather_comparison,"{'location1': 'Berlin', 'location2': 'Amsterdam'}"
Temperature comparison between Tokyo and New York,weather_comparison,"{'location1': 'Tokyo', 'location2': 'New York'}"
Compare temperatures in Rome and San Francisco,weather_comparison,"{'location1': 'Rome', 'location2': 'San Francisco'}"
How's the weather different in Amsterdam vs Seoul?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Seoul'}"
What's it like outside in Mumbai?,current_weather,{'location': 'Mumbai'}
How do temperatures compare in Dubai and Paris?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Paris'}"
Weather comparison between Toronto and Rome,weather_comparison,"{'location1': 'Toronto', 'location2': 'Rome'}"
Weather comparison between Moscow and Seoul,weather_comparison,"{'location1': 'Moscow', 'location2': 'Seoul'}"
Weather contrast between here and Berlin,weather_comparison,"{'location1': 'here', 'location2': 'Berlin'}"
How do temperatures compare in Berlin and New York?,weather_comparison,"{'location1': 'Berlin', 'location2': 'New York'}"
Weather difference between Mumbai and Paris,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Paris'}"
How do temperatures compare in Mumbai and Rome?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Rome'}"
Compare current conditions in Moscow and London,weather_comparison,"{'location1': 'Moscow', 'location2': 'London'}"
Compare current conditions in Seoul and New York,weather_comparison,"{'location1': 'Seoul', 'location2': 'New York'}"
Compare weather in Amsterdam and Rome,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Rome'}"
Weather comparison between San Francisco and Tokyo,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Tokyo'}"
Weather difference between Sydney and Seoul,weather_comparison,"{'location1': 'Sydney', 'location2': 'Seoul'}"
"Which is warmer, Toronto or Dubai?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Dubai'}"
Compare weather in my location and Berlin,weather_comparison,"{'location1': 'my location', 'location2': 'Berlin'}"
Compare weather in Amsterdam and Mumbai,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Mumbai'}"
Weather comparison: Rome versus Toronto,weather_comparison,"{'location1': 'Rome', 'location2': 'Toronto'}"
Weather comparison between Dubai and current location,weather_comparison,"{'location1': 'Dubai', 'location2': 'current location'}"
Weather difference between Paris and current location,weather_comparison,"{'location1': 'Paris', 'location2': 'current location'}"
Weather comparison between Moscow and Sydney,weather_comparison,"{'location1': 'Moscow', 'location2': 'Sydney'}"
Weather difference between Rome and Berlin,weather_comparison,"{'location1': 'Rome', 'location2': 'Berlin'}"
"Which city has better weather, Dubai or Seoul?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Seoul'}"
Compare weather in Toronto and London,weather_comparison,"{'location1': 'Toronto', 'location2': 'London'}"
How's the weather different in Tokyo vs Berlin?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Berlin'}"
How's the weather different in Dubai vs current location?,weather_comparison,"{'location1': 'Dubai', 'location2': 'current location'}"
Compare temperatures in Seoul and New York,weather_comparison,"{'location1': 'Seoul', 'location2': 'New York'}"
Weather difference between my location and San Francisco,weather_comparison,"{'location1': 'my location', 'location2': 'San Francisco'}"
How does the weather in Singapore compare to Tokyo?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Tokyo'}"
How do temperatures compare in Berlin and Paris?,weather_comparison,"{'location1': 'Berlin', 'location2': 'Paris'}"
Weather contrast between Moscow and London,weather_comparison,"{'location1': 'Moscow', 'location2': 'London'}"
Will it be sunny in Toronto tomorrow?,weather_forecast,{'location': 'Toronto'}
Weather conditions in San Francisco,current_weather,{'location': 'San Francisco'}
What's the snow forecast for here?,precipitation_query,{'location': 'here'}
How does the weather in current location compare to Tokyo?,weather_comparison,"{'location1': 'current location', 'location2': 'Tokyo'}"
Compare current conditions in Rome and London,weather_comparison,"{'location1': 'Rome', 'location2': 'London'}"
"Which city has better weather, Moscow or Toronto?",weather_comparison,"{'location1': 'Moscow', 'location2': 'Toronto'}"
What's the feels like temperature in Amsterdam?,temperature_query,{'location': 'Amsterdam'}
Weather comparison between Singapore and here,weather_comparison,"{'location1': 'Singapore', 'location2': 'here'}"
Weather difference between Sydney and London,weather_comparison,"{'location1': 'Sydney', 'location2': 'London'}"
What's the mercury reading in Moscow?,temperature_query,{'location': 'Moscow'}
Weather conditions in here,current_weather,{'location': 'here'}
What's the weather difference between Mumbai and San Francisco?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'San Francisco'}"
How's the weather different in Mumbai vs Toronto?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Toronto'}"
Weather comparison between Paris and my location,weather_comparison,"{'location1': 'Paris', 'location2': 'my location'}"
How does the weather in Moscow compare to Rome?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Rome'}"
"Which is colder, Mumbai or my location?",weather_comparison,"{'location1': 'Mumbai', 'location2': 'my location'}"
Weather comparison: Paris versus Toronto,weather_comparison,"{'location1': 'Paris', 'location2': 'Toronto'}"
Weather difference between Sydney and Amsterdam,weather_comparison,"{'location1': 'Sydney', 'location2': 'Amsterdam'}"
Temperature in Amsterdam right now,temperature_query,{'location': 'Amsterdam'}
"Which is colder, New York or Singapore?",weather_comparison,"{'location1': 'New York', 'location2': 'Singapore'}"
"Which is colder, Amsterdam or Seoul?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Seoul'}"
Weather comparison between London and current location,weather_comparison,"{'location1': 'London', 'location2': 'current location'}"
Compare current conditions in London and Sydney,weather_comparison,"{'location1': 'London', 'location2': 'Sydney'}"
How do temperatures compare in Tokyo and Moscow?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Moscow'}"
Compare temperatures in Berlin and Rome,weather_comparison,"{'location1': 'Berlin', 'location2': 'Rome'}"
"Which is colder, Paris or Mumbai?",weather_comparison,"{'location1': 'Paris', 'location2': 'Mumbai'}"
What's the weather difference between Paris and Moscow?,weather_comparison,"{'location1': 'Paris', 'location2': 'Moscow'}"
What's the weather difference between my location and Toronto?,weather_comparison,"{'location1': 'my location', 'location2': 'Toronto'}"
Compare temperatures in Dubai and Mumbai,weather_comparison,"{'location1': 'Dubai', 'location2': 'Mumbai'}"
Weather comparison between New York and Tokyo,weather_comparison,"{'location1': 'New York', 'location2': 'Tokyo'}"
Weather difference between Moscow and Berlin,weather_comparison,"{'location1': 'Moscow', 'location2': 'Berlin'}"
Weather difference between Singapore and here,weather_comparison,"{'location1': 'Singapore', 'location2': 'here'}"
Weather outlook for Dubai,weather_forecast,{'location': 'Dubai'}
Will it be sunny in Berlin tomorrow?,weather_forecast,{'location': 'Berlin'}
"Which is colder, London or Amsterdam?",weather_comparison,"{'location1': 'London', 'location2': 'Amsterdam'}"
Weather comparison between Singapore and San Francisco,weather_comparison,"{'location1': 'Singapore', 'location2': 'San Francisco'}"
What's the weather difference between Amsterdam and Singapore?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Singapore'}"
"Which is colder, Dubai or Amsterdam?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Amsterdam'}"
How do temperatures compare in San Francisco and my location?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'my location'}"
"Which city has better weather, Sydney or Moscow?",weather_comparison,"{'location1': 'Sydney', 'location2': 'Moscow'}"
Compare current conditions in San Francisco and London,weather_comparison,"{'location1': 'San Francisco', 'location2': 'London'}"
How do temperatures compare in Mumbai and Singapore?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Singapore'}"
What's the current weather in Moscow?,current_weather,{'location': 'Moscow'}
Weather comparison between Mumbai and Dubai,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Dubai'}"
Weather contrast between Seoul and current location,weather_comparison,"{'location1': 'Seoul', 'location2': 'current location'}"
Weather difference between San Francisco and Moscow,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Moscow'}"
How does the weather in Moscow compare to Amsterdam?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Amsterdam'}"
"Which is colder, Rome or Amsterdam?",weather_comparison,"{'location1': 'Rome', 'location2': 'Amsterdam'}"
How do temperatures compare in Seoul and current location?,weather_comparison,"{'location1': 'Seoul', 'location2': 'current location'}"
What's the temperature going to be in Sydney?,temperature_query,{'location': 'Sydney'}
Compare temperatures in here and Berlin,weather_comparison,"{'location1': 'here', 'location2': 'Berlin'}"
What's the weather like in Singapore?,current_weather,{'location': 'Singapore'}
How does the weather in Amsterdam compare to here?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'here'}"
How does the weather in Dubai compare to Mumbai?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Mumbai'}"
How do temperatures compare in Tokyo and San Francisco?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'San Francisco'}"
What's the weather situation in Tokyo?,current_weather,{'location': 'Tokyo'}
Weather difference between London and Berlin,weather_comparison,"{'location1': 'London', 'location2': 'Berlin'}"
"Which is colder, Tokyo or Rome?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'Rome'}"
What's the weather difference between Mumbai and Dubai?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Dubai'}"
Weather contrast between London and Moscow,weather_comparison,"{'location1': 'London', 'location2': 'Moscow'}"
Will it snow in Berlin?,precipitation_query,{'location': 'Berlin'}
How do temperatures compare in my location and Mumbai?,weather_comparison,"{'location1': 'my location', 'location2': 'Mumbai'}"
"Which is warmer, Seoul or New York?",weather_comparison,"{'location1': 'Seoul', 'location2': 'New York'}"
How do temperatures compare in my location and New York?,weather_comparison,"{'location1': 'my location', 'location2': 'New York'}"
Temperature comparison between Amsterdam and Singapore,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Singapore'}"
How do temperatures compare in Paris and my location?,weather_comparison,"{'location1': 'Paris', 'location2': 'my location'}"
"Which city has better weather, current location or Rome?",weather_comparison,"{'location1': 'current location', 'location2': 'Rome'}"
How do temperatures compare in Seoul and Dubai?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Dubai'}"
Compare temperatures in Singapore and current location,weather_comparison,"{'location1': 'Singapore', 'location2': 'current location'}"
What's the weather going to be like in current location next week?,weather_forecast,{'location': 'current location'}
Compare temperatures in Moscow and current location,weather_comparison,"{'location1': 'Moscow', 'location2': 'current location'}"
"Which is colder, Tokyo or London?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'London'}"
Hey there,general_greeting,{}
Compare weather in Tokyo and here,weather_comparison,"{'location1': 'Tokyo', 'location2': 'here'}"
Weather difference between San Francisco and Berlin,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Berlin'}"
What's the mercury reading in San Francisco?,temperature_query,{'location': 'San Francisco'}
Weather contrast between Berlin and San Francisco,weather_comparison,"{'location1': 'Berlin', 'location2': 'San Francisco'}"
Tell me the weather forecast for here,weather_forecast,{'location': 'here'}
Compare temperatures in Rome and New York,weather_comparison,"{'location1': 'Rome', 'location2': 'New York'}"
Compare temperatures in Toronto and Tokyo,weather_comparison,"{'location1': 'Toronto', 'location2': 'Tokyo'}"
Compare weather in my location and San Francisco,weather_comparison,"{'location1': 'my location', 'location2': 'San Francisco'}"
What's the weather going to be like in London this weekend?,weather_forecast,{'location': 'London'}
Compare temperatures in Sydney and Singapore,weather_comparison,"{'location1': 'Sydney', 'location2': 'Singapore'}"
How's the weather different in Berlin vs Moscow?,weather_comparison,"{'location1': 'Berlin', 'location2': 'Moscow'}"
Temperature comparison between Berlin and Dubai,weather_comparison,"{'location1': 'Berlin', 'location2': 'Dubai'}"
What's the weather difference between New York and Mumbai?,weather_comparison,"{'location1': 'New York', 'location2': 'Mumbai'}"
Temperature comparison between Tokyo and Berlin,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Berlin'}"
"Which is colder, London or Dubai?",weather_comparison,"{'location1': 'London', 'location2': 'Dubai'}"
How's the weather different in Singapore vs San Francisco?,weather_comparison,"{'location1': 'Singapore', 'location2': 'San Francisco'}"
Compare weather in Toronto and Berlin,weather_comparison,"{'location1': 'Toronto', 'location2': 'Berlin'}"
How's the weather different in current location vs San Francisco?,weather_comparison,"{'location1': 'current location', 'location2': 'San Francisco'}"
Compare weather in Toronto and New York,weather_comparison,"{'location1': 'Toronto', 'location2': 'New York'}"
Weather comparison: Sydney versus Amsterdam,weather_comparison,"{'location1': 'Sydney', 'location2': 'Amsterdam'}"
Compare current conditions in Singapore and Sydney,weather_comparison,"{'location1': 'Singapore', 'location2': 'Sydney'}"
How's the weather different in Tokyo vs Seoul?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Seoul'}"
Weather contrast between San Francisco and New York,weather_comparison,"{'location1': 'San Francisco', 'location2': 'New York'}"
Compare current conditions in London and San Francisco,weather_comparison,"{'location1': 'London', 'location2': 'San Francisco'}"
How do temperatures compare in Singapore and Sydney?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Sydney'}"
How does the weather in Singapore compare to Moscow?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Moscow'}"
"Which is colder, here or Dubai?",weather_comparison,"{'location1': 'here', 'location2': 'Dubai'}"
Weather comparison: Singapore versus current location,weather_comparison,"{'location1': 'Singapore', 'location2': 'current location'}"
Weather comparison between Berlin and Sydney,weather_comparison,"{'location1': 'Berlin', 'location2': 'Sydney'}"
What's it like outside in Moscow?,current_weather,{'location': 'Moscow'}
How do temperatures compare in my location and Sydney?,weather_comparison,"{'location1': 'my location', 'location2': 'Sydney'}"
Will it snow in Toronto?,precipitation_query,{'location': 'Toronto'}
Is it going to rain in Rome?,precipitation_query,{'location': 'Rome'}
"Which is colder, Berlin or San Francisco?",weather_comparison,"{'location1': 'Berlin', 'location2': 'San Francisco'}"
What's the weather difference between Dubai and Toronto?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Toronto'}"
Compare weather in Moscow and my location,weather_comparison,"{'location1': 'Moscow', 'location2': 'my location'}"
Weather forecast for the week in New York,weather_forecast,{'location': 'New York'}
Compare current conditions in Dubai and Toronto,weather_comparison,"{'location1': 'Dubai', 'location2': 'Toronto'}"
How does the weather in current location compare to here?,weather_comparison,"{'location1': 'current location', 'location2': 'here'}"
Weather contrast between Singapore and Tokyo,weather_comparison,"{'location1': 'Singapore', 'location2': 'Tokyo'}"
How does the weather in here compare to Mumbai?,weather_comparison,"{'location1': 'here', 'location2': 'Mumbai'}"
Compare weather in current location and here,weather_comparison,"{'location1': 'current location', 'location2': 'here'}"
What's the precipitation chance in Seoul?,precipitation_query,{'location': 'Seoul'}
How do temperatures compare in Toronto and London?,weather_comparison,"{'location1': 'Toronto', 'location2': 'London'}"
Weather prediction for Sydney,weather_forecast,{'location': 'Sydney'}
"Which is colder, Seoul or Berlin?",weather_comparison,"{'location1': 'Seoul', 'location2': 'Berlin'}"
Temperature comparison between Toronto and Seoul,weather_comparison,"{'location1': 'Toronto', 'location2': 'Seoul'}"
"Which is colder, Toronto or current location?",weather_comparison,"{'location1': 'Toronto', 'location2': 'current location'}"
How do temperatures compare in Sydney and Rome?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Rome'}"
Weather difference between current location and Rome,weather_comparison,"{'location1': 'current location', 'location2': 'Rome'}"
Compare current conditions in Moscow and Toronto,weather_comparison,"{'location1': 'Moscow', 'location2': 'Toronto'}"
How's the weather different in current location vs Mumbai?,weather_comparison,"{'location1': 'current location', 'location2': 'Mumbai'}"
"Which city has better weather, current location or Mumbai?",weather_comparison,"{'location1': 'current location', 'location2': 'Mumbai'}"
Temperature comparison between Paris and Moscow,weather_comparison,"{'location1': 'Paris', 'location2': 'Moscow'}"
Temperature in Mumbai right now,temperature_query,{'location': 'Mumbai'}
Compare current conditions in London and Rome,weather_comparison,"{'location1': 'London', 'location2': 'Rome'}"
Weather comparison between Seoul and Rome,weather_comparison,"{'location1': 'Seoul', 'location2': 'Rome'}"
Weather contrast between New York and Dubai,weather_comparison,"{'location1': 'New York', 'location2': 'Dubai'}"
How does the weather in Berlin compare to current location?,weather_comparison,"{'location1': 'Berlin', 'location2': 'current location'}"
How's the weather different in here vs Singapore?,weather_comparison,"{'location1': 'here', 'location2': 'Singapore'}"
Weather contrast between Rome and Paris,weather_comparison,"{'location1': 'Rome', 'location2': 'Paris'}"
How does the weather in Moscow compare to current location?,weather_comparison,"{'location1': 'Moscow', 'location2': 'current location'}"
Compare weather in Paris and Dubai,weather_comparison,"{'location1': 'Paris', 'location2': 'Dubai'}"
Compare weather in Amsterdam and Berlin,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Berlin'}"
Compare current conditions in Toronto and London,weather_comparison,"{'location1': 'Toronto', 'location2': 'London'}"
Weather forecast for the week in Berlin,weather_forecast,{'location': 'Berlin'}
What's the weather difference between current location and Sydney?,weather_comparison,"{'location1': 'current location', 'location2': 'Sydney'}"
Will it snow in Rome tomorrow?,weather_forecast,{'location': 'Rome'}
"Which is colder, Sydney or Mumbai?",weather_comparison,"{'location1': 'Sydney', 'location2': 'Mumbai'}"
How does the weather in Singapore compare to Seoul?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Seoul'}"
What's the weather difference between New York and Tokyo?,weather_comparison,"{'location1': 'New York', 'location2': 'Tokyo'}"
Temperature comparison between Mumbai and Paris,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Paris'}"
"Which is warmer, Paris or here?",weather_comparison,"{'location1': 'Paris', 'location2': 'here'}"
How's the weather different in New York vs here?,weather_comparison,"{'location1': 'New York', 'location2': 'here'}"
What's the weather difference between Singapore and San Francisco?,weather_comparison,"{'location1': 'Singapore', 'location2': 'San Francisco'}"
Compare weather in Dubai and San Francisco,weather_comparison,"{'location1': 'Dubai', 'location2': 'San Francisco'}"
Compare temperatures in Paris and Tokyo,weather_comparison,"{'location1': 'Paris', 'location2': 'Tokyo'}"
Weather contrast between Paris and Toronto,weather_comparison,"{'location1': 'Paris', 'location2': 'Toronto'}"
Compare weather in Berlin and Toronto,weather_comparison,"{'location1': 'Berlin', 'location2': 'Toronto'}"
What's the weather difference between Singapore and Tokyo?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Tokyo'}"
