text,intent,entities
Weather contrast between here and London,weather_comparison,"{'location1': 'here', 'location2': 'London'}"
How do temperatures compare in San Francisco and Moscow?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Moscow'}"
"Which city has better weather, Toronto or Rome?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Rome'}"
What's the weather prediction for Rome?,weather_forecast,{'location': 'Rome'}
Compare temperatures in my location and San Francisco,weather_comparison,"{'location1': 'my location', 'location2': 'San Francisco'}"
Compare current conditions in Paris and London,weather_comparison,"{'location1': 'Paris', 'location2': 'London'}"
"Which is colder, my location or Dubai?",weather_comparison,"{'location1': 'my location', 'location2': 'Dubai'}"
Weather comparison between here and current location,weather_comparison,"{'location1': 'here', 'location2': 'current location'}"
How's the weather different in here vs Amsterdam?,weather_comparison,"{'location1': 'here', 'location2': 'Amsterdam'}"
Compare current conditions in Mumbai and here,weather_comparison,"{'location1': 'Mumbai', 'location2': 'here'}"
How does the weather in Tokyo compare to Sydney?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Sydney'}"
"Which is colder, Amsterdam or Dubai?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Dubai'}"
Compare current conditions in Amsterdam and Paris,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Paris'}"
Compare current conditions in my location and Moscow,weather_comparison,"{'location1': 'my location', 'location2': 'Moscow'}"
Compare temperatures in Paris and Rome,weather_comparison,"{'location1': 'Paris', 'location2': 'Rome'}"
How's the weather different in Sydney vs Mumbai?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Mumbai'}"
"Which city has better weather, Berlin or New York?",weather_comparison,"{'location1': 'Berlin', 'location2': 'New York'}"
What's the current temperature in London?,temperature_query,{'location': 'London'}
"Which city has better weather, Amsterdam or my location?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'my location'}"
Weather comparison between Paris and Sydney,weather_comparison,"{'location1': 'Paris', 'location2': 'Sydney'}"
Weather difference between Singapore and Mumbai,weather_comparison,"{'location1': 'Singapore', 'location2': 'Mumbai'}"
Current temperature in Toronto,temperature_query,{'location': 'Toronto'}
Compare weather in San Francisco and Seoul,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Seoul'}"
How do temperatures compare in Sydney and Toronto?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Toronto'}"
How does the weather in Sydney compare to Tokyo?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Tokyo'}"
Weather difference between Rome and Mumbai,weather_comparison,"{'location1': 'Rome', 'location2': 'Mumbai'}"
Compare weather in Paris and New York,weather_comparison,"{'location1': 'Paris', 'location2': 'New York'}"
Weather difference between my location and here,weather_comparison,"{'location1': 'my location', 'location2': 'here'}"
Weather comparison between current location and New York,weather_comparison,"{'location1': 'current location', 'location2': 'New York'}"
Weather difference between New York and Singapore,weather_comparison,"{'location1': 'New York', 'location2': 'Singapore'}"
Weather forecast for the week in London,weather_forecast,{'location': 'London'}
How does the weather in Rome compare to Amsterdam?,weather_comparison,"{'location1': 'Rome', 'location2': 'Amsterdam'}"
What's the weather difference between Toronto and Mumbai?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Mumbai'}"
Compare temperatures in Tokyo and Moscow,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Moscow'}"
Weather contrast between Moscow and Toronto,weather_comparison,"{'location1': 'Moscow', 'location2': 'Toronto'}"
"Which is colder, Paris or Seoul?",weather_comparison,"{'location1': 'Paris', 'location2': 'Seoul'}"
Weather contrast between Tokyo and Singapore,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Singapore'}"
Compare weather in Mumbai and London,weather_comparison,"{'location1': 'Mumbai', 'location2': 'London'}"
What's it like outside in Amsterdam?,current_weather,{'location': 'Amsterdam'}
What's the weather difference between current location and Toronto?,weather_comparison,"{'location1': 'current location', 'location2': 'Toronto'}"
Weather difference between Mumbai and Rome,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Rome'}"
Compare temperatures in Berlin and Dubai,weather_comparison,"{'location1': 'Berlin', 'location2': 'Dubai'}"
Temperature comparison between Singapore and Mumbai,weather_comparison,"{'location1': 'Singapore', 'location2': 'Mumbai'}"
Temperature comparison between Paris and Singapore,weather_comparison,"{'location1': 'Paris', 'location2': 'Singapore'}"
How do temperatures compare in Rome and Paris?,weather_comparison,"{'location1': 'Rome', 'location2': 'Paris'}"
Weather contrast between Amsterdam and London,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'London'}"
How's the weather different in Amsterdam vs San Francisco?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'San Francisco'}"
Temperature comparison between Toronto and London,weather_comparison,"{'location1': 'Toronto', 'location2': 'London'}"
Will it snow in here tomorrow?,weather_forecast,{'location': 'here'}
Temperature comparison between here and Seoul,weather_comparison,"{'location1': 'here', 'location2': 'Seoul'}"
Weather comparison between Seoul and New York,weather_comparison,"{'location1': 'Seoul', 'location2': 'New York'}"
Temperature comparison between New York and Toronto,weather_comparison,"{'location1': 'New York', 'location2': 'Toronto'}"
Will it rain tomorrow in New York?,weather_forecast,{'location': 'New York'}
Weather comparison: Singapore versus Dubai,weather_comparison,"{'location1': 'Singapore', 'location2': 'Dubai'}"
Compare weather in Berlin and Sydney,weather_comparison,"{'location1': 'Berlin', 'location2': 'Sydney'}"
"Which is warmer, Rome or Toronto?",weather_comparison,"{'location1': 'Rome', 'location2': 'Toronto'}"
Temperature comparison between New York and Mumbai,weather_comparison,"{'location1': 'New York', 'location2': 'Mumbai'}"
How do temperatures compare in Moscow and current location?,weather_comparison,"{'location1': 'Moscow', 'location2': 'current location'}"
How's the weather different in New York vs Dubai?,weather_comparison,"{'location1': 'New York', 'location2': 'Dubai'}"
Compare temperatures in current location and Seoul,weather_comparison,"{'location1': 'current location', 'location2': 'Seoul'}"
Temperature in Moscow right now,temperature_query,{'location': 'Moscow'}
Compare weather in here and Paris,weather_comparison,"{'location1': 'here', 'location2': 'Paris'}"
Weather comparison between here and London,weather_comparison,"{'location1': 'here', 'location2': 'London'}"
How's the weather different in New York vs Amsterdam?,weather_comparison,"{'location1': 'New York', 'location2': 'Amsterdam'}"
Compare weather in New York and Tokyo,weather_comparison,"{'location1': 'New York', 'location2': 'Tokyo'}"
Compare weather in here and Sydney,weather_comparison,"{'location1': 'here', 'location2': 'Sydney'}"
How does the weather in Moscow compare to San Francisco?,weather_comparison,"{'location1': 'Moscow', 'location2': 'San Francisco'}"
Will there be any precipitation in New York?,precipitation_query,{'location': 'New York'}
How's the weather different in Toronto vs Singapore?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Singapore'}"
How do temperatures compare in Sydney and Mumbai?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Mumbai'}"
Temperature comparison between Sydney and Mumbai,weather_comparison,"{'location1': 'Sydney', 'location2': 'Mumbai'}"
What's the weather going to be like this week in London?,weather_forecast,{'location': 'London'}
"Which is colder, Singapore or New York?",weather_comparison,"{'location1': 'Singapore', 'location2': 'New York'}"
"Which city has better weather, San Francisco or Moscow?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'Moscow'}"
Compare weather in London and New York,weather_comparison,"{'location1': 'London', 'location2': 'New York'}"
Weather difference between here and Moscow,weather_comparison,"{'location1': 'here', 'location2': 'Moscow'}"
Temperature comparison between Sydney and Amsterdam,weather_comparison,"{'location1': 'Sydney', 'location2': 'Amsterdam'}"
Will it snow in Tokyo?,precipitation_query,{'location': 'Tokyo'}
Compare current conditions in Dubai and Mumbai,weather_comparison,"{'location1': 'Dubai', 'location2': 'Mumbai'}"
How do temperatures compare in Mumbai and Paris?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Paris'}"
Compare temperatures in current location and Toronto,weather_comparison,"{'location1': 'current location', 'location2': 'Toronto'}"
Weather contrast between Paris and London,weather_comparison,"{'location1': 'Paris', 'location2': 'London'}"
Weather comparison: Moscow versus London,weather_comparison,"{'location1': 'Moscow', 'location2': 'London'}"
"Which city has better weather, Tokyo or Paris?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'Paris'}"
How do temperatures compare in Sydney and Singapore?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Singapore'}"
"Which city has better weather, current location or Amsterdam?",weather_comparison,"{'location1': 'current location', 'location2': 'Amsterdam'}"
Weather difference between Seoul and Tokyo,weather_comparison,"{'location1': 'Seoul', 'location2': 'Tokyo'}"
Weather comparison between Dubai and Mumbai,weather_comparison,"{'location1': 'Dubai', 'location2': 'Mumbai'}"
How's the weather different in my location vs San Francisco?,weather_comparison,"{'location1': 'my location', 'location2': 'San Francisco'}"
Weather comparison: Toronto versus Tokyo,weather_comparison,"{'location1': 'Toronto', 'location2': 'Tokyo'}"
Weather comparison: my location versus Tokyo,weather_comparison,"{'location1': 'my location', 'location2': 'Tokyo'}"
How do temperatures compare in my location and Moscow?,weather_comparison,"{'location1': 'my location', 'location2': 'Moscow'}"
Compare current conditions in Amsterdam and Sydney,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Sydney'}"
Temperature comparison between Paris and Seoul,weather_comparison,"{'location1': 'Paris', 'location2': 'Seoul'}"
Weather comparison: Berlin versus Rome,weather_comparison,"{'location1': 'Berlin', 'location2': 'Rome'}"
Will it snow in Berlin?,precipitation_query,{'location': 'Berlin'}
"Which is warmer, Moscow or Toronto?",weather_comparison,"{'location1': 'Moscow', 'location2': 'Toronto'}"
"Which is warmer, here or Amsterdam?",weather_comparison,"{'location1': 'here', 'location2': 'Amsterdam'}"
Compare weather in London and Sydney,weather_comparison,"{'location1': 'London', 'location2': 'Sydney'}"
"Which is colder, London or San Francisco?",weather_comparison,"{'location1': 'London', 'location2': 'San Francisco'}"
Compare weather in current location and New York,weather_comparison,"{'location1': 'current location', 'location2': 'New York'}"
Rain probability in my location,precipitation_query,{'location': 'my location'}
What's the weather difference between Amsterdam and current location?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'current location'}"
Temperature comparison between Singapore and Berlin,weather_comparison,"{'location1': 'Singapore', 'location2': 'Berlin'}"
"Which city has better weather, New York or Seoul?",weather_comparison,"{'location1': 'New York', 'location2': 'Seoul'}"
How do temperatures compare in Mumbai and Singapore?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Singapore'}"
Weather comparison between Mumbai and Tokyo,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Tokyo'}"
What's the weather difference between here and Seoul?,weather_comparison,"{'location1': 'here', 'location2': 'Seoul'}"
Weather difference between Amsterdam and Paris,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Paris'}"
"Which is warmer, Amsterdam or Sydney?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Sydney'}"
What's the weather going to be like in Tokyo tomorrow?,weather_forecast,{'location': 'Tokyo'}
"Which city has better weather, San Francisco or Rome?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'Rome'}"
Temperature comparison between Rome and Paris,weather_comparison,"{'location1': 'Rome', 'location2': 'Paris'}"
"Which is colder, Amsterdam or New York?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'New York'}"
Weather comparison between Seoul and Rome,weather_comparison,"{'location1': 'Seoul', 'location2': 'Rome'}"
Compare temperatures in Amsterdam and Paris,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Paris'}"
"Which is colder, Sydney or Dubai?",weather_comparison,"{'location1': 'Sydney', 'location2': 'Dubai'}"
Compare current conditions in Tokyo and Moscow,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Moscow'}"
Weather comparison between Singapore and Amsterdam,weather_comparison,"{'location1': 'Singapore', 'location2': 'Amsterdam'}"
How does the weather in Amsterdam compare to Singapore?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Singapore'}"
"Which is warmer, New York or Berlin?",weather_comparison,"{'location1': 'New York', 'location2': 'Berlin'}"
Compare weather in Rome and Seoul,weather_comparison,"{'location1': 'Rome', 'location2': 'Seoul'}"
What's the current temperature in Singapore?,temperature_query,{'location': 'Singapore'}
How does the weather in Tokyo compare to Toronto?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Toronto'}"
Precipitation forecast for Toronto,precipitation_query,{'location': 'Toronto'}
Compare current conditions in Amsterdam and current location,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'current location'}"
How does the weather in my location compare to here?,weather_comparison,"{'location1': 'my location', 'location2': 'here'}"
Compare temperatures in Tokyo and Seoul,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Seoul'}"
Compare current conditions in London and Paris,weather_comparison,"{'location1': 'London', 'location2': 'Paris'}"
How does the weather in current location compare to Mumbai?,weather_comparison,"{'location1': 'current location', 'location2': 'Mumbai'}"
Temperature conditions in Sydney,temperature_query,{'location': 'Sydney'}
How's the weather different in my location vs current location?,weather_comparison,"{'location1': 'my location', 'location2': 'current location'}"
Weather comparison: here versus Moscow,weather_comparison,"{'location1': 'here', 'location2': 'Moscow'}"
Weather comparison between Seoul and Tokyo,weather_comparison,"{'location1': 'Seoul', 'location2': 'Tokyo'}"
Weather update for Moscow,current_weather,{'location': 'Moscow'}
What's the temperature in Berlin?,current_weather,{'location': 'Berlin'}
What's the weather difference between Seoul and Sydney?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Sydney'}"
What's the weather difference between Amsterdam and here?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'here'}"
What's the weather difference between Seoul and Toronto?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Toronto'}"
Compare current conditions in Sydney and Paris,weather_comparison,"{'location1': 'Sydney', 'location2': 'Paris'}"
Weather difference between current location and here,weather_comparison,"{'location1': 'current location', 'location2': 'here'}"
Weather contrast between my location and current location,weather_comparison,"{'location1': 'my location', 'location2': 'current location'}"
How do temperatures compare in Toronto and Berlin?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Berlin'}"
"Which city has better weather, Amsterdam or Singapore?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Singapore'}"
Weather comparison between Singapore and New York,weather_comparison,"{'location1': 'Singapore', 'location2': 'New York'}"
Compare temperatures in Sydney and Seoul,weather_comparison,"{'location1': 'Sydney', 'location2': 'Seoul'}"
Weather forecast for San Francisco for the next few days,weather_forecast,{'location': 'San Francisco'}
Compare temperatures in Berlin and my location,weather_comparison,"{'location1': 'Berlin', 'location2': 'my location'}"
How's the weather different in my location vs Dubai?,weather_comparison,"{'location1': 'my location', 'location2': 'Dubai'}"
Compare weather in Rome and Amsterdam,weather_comparison,"{'location1': 'Rome', 'location2': 'Amsterdam'}"
Weather comparison: current location versus Singapore,weather_comparison,"{'location1': 'current location', 'location2': 'Singapore'}"
Will it drizzle in Moscow?,precipitation_query,{'location': 'Moscow'}
What's the weather difference between San Francisco and Sydney?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Sydney'}"
"Hi, I need some weather information",general_greeting,{}
"Hello, how can you help me?",general_greeting,{}
Compare weather in San Francisco and Moscow,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Moscow'}"
Forecast for Toronto,weather_forecast,{'location': 'Toronto'}
Compare weather in London and Paris,weather_comparison,"{'location1': 'London', 'location2': 'Paris'}"
Compare current conditions in Dubai and current location,weather_comparison,"{'location1': 'Dubai', 'location2': 'current location'}"
How do temperatures compare in Paris and Singapore?,weather_comparison,"{'location1': 'Paris', 'location2': 'Singapore'}"
How do temperatures compare in Amsterdam and Rome?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Rome'}"
Compare current conditions in San Francisco and Dubai,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Dubai'}"
Compare current conditions in San Francisco and London,weather_comparison,"{'location1': 'San Francisco', 'location2': 'London'}"
"Which is warmer, Paris or Moscow?",weather_comparison,"{'location1': 'Paris', 'location2': 'Moscow'}"
Weather contrast between Dubai and Paris,weather_comparison,"{'location1': 'Dubai', 'location2': 'Paris'}"
Weather comparison: Sydney versus Singapore,weather_comparison,"{'location1': 'Sydney', 'location2': 'Singapore'}"
Weather contrast between Berlin and current location,weather_comparison,"{'location1': 'Berlin', 'location2': 'current location'}"
"Which city has better weather, Mumbai or current location?",weather_comparison,"{'location1': 'Mumbai', 'location2': 'current location'}"
"Which is warmer, Dubai or Berlin?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Berlin'}"
What's the snow forecast for current location?,precipitation_query,{'location': 'current location'}
Weather difference between Paris and London,weather_comparison,"{'location1': 'Paris', 'location2': 'London'}"
"Which city has better weather, London or Sydney?",weather_comparison,"{'location1': 'London', 'location2': 'Sydney'}"
Compare current conditions in Dubai and Amsterdam,weather_comparison,"{'location1': 'Dubai', 'location2': 'Amsterdam'}"
"Which is colder, Rome or Tokyo?",weather_comparison,"{'location1': 'Rome', 'location2': 'Tokyo'}"
What's the snow forecast for Dubai?,precipitation_query,{'location': 'Dubai'}
Current weather conditions for Toronto,current_weather,{'location': 'Toronto'}
Weather difference between Amsterdam and Seoul,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Seoul'}"
What's the precipitation chance in Dubai?,precipitation_query,{'location': 'Dubai'}
"Which city has better weather, San Francisco or Seoul?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'Seoul'}"
Compare weather in London and Dubai,weather_comparison,"{'location1': 'London', 'location2': 'Dubai'}"
Tell me the weather forecast for Moscow,weather_forecast,{'location': 'Moscow'}
Weather contrast between my location and Singapore,weather_comparison,"{'location1': 'my location', 'location2': 'Singapore'}"
Compare current conditions in New York and Moscow,weather_comparison,"{'location1': 'New York', 'location2': 'Moscow'}"
How does the weather in Rome compare to London?,weather_comparison,"{'location1': 'Rome', 'location2': 'London'}"
How do temperatures compare in Moscow and Toronto?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Toronto'}"
What's the rain forecast for Dubai?,precipitation_query,{'location': 'Dubai'}
Forecast for Dubai,weather_forecast,{'location': 'Dubai'}
"Which city has better weather, here or Mumbai?",weather_comparison,"{'location1': 'here', 'location2': 'Mumbai'}"
What's the weather difference between here and Tokyo?,weather_comparison,"{'location1': 'here', 'location2': 'Tokyo'}"
How's the weather looking in Moscow?,current_weather,{'location': 'Moscow'}
"Which is colder, San Francisco or Tokyo?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'Tokyo'}"
How's the weather different in London vs Sydney?,weather_comparison,"{'location1': 'London', 'location2': 'Sydney'}"
"Which is colder, current location or Mumbai?",weather_comparison,"{'location1': 'current location', 'location2': 'Mumbai'}"
How do temperatures compare in Dubai and Toronto?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Toronto'}"
Compare current conditions in Toronto and Rome,weather_comparison,"{'location1': 'Toronto', 'location2': 'Rome'}"
"Which is colder, Seoul or Sydney?",weather_comparison,"{'location1': 'Seoul', 'location2': 'Sydney'}"
What's the current weather in Rome?,current_weather,{'location': 'Rome'}
Weather comparison between London and Singapore,weather_comparison,"{'location1': 'London', 'location2': 'Singapore'}"
Weather difference between here and Berlin,weather_comparison,"{'location1': 'here', 'location2': 'Berlin'}"
Compare weather in Toronto and Mumbai,weather_comparison,"{'location1': 'Toronto', 'location2': 'Mumbai'}"
Weather comparison between Mumbai and Berlin,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Berlin'}"
Weather difference between Sydney and my location,weather_comparison,"{'location1': 'Sydney', 'location2': 'my location'}"
What's the weather going to be like in Amsterdam tomorrow?,weather_forecast,{'location': 'Amsterdam'}
Is it going to rain in Seoul?,precipitation_query,{'location': 'Seoul'}
How do temperatures compare in Berlin and Paris?,weather_comparison,"{'location1': 'Berlin', 'location2': 'Paris'}"
Is it going to rain in my location?,precipitation_query,{'location': 'my location'}
"Which is colder, Seoul or Berlin?",weather_comparison,"{'location1': 'Seoul', 'location2': 'Berlin'}"
Compare weather in London and my location,weather_comparison,"{'location1': 'London', 'location2': 'my location'}"
How do temperatures compare in San Francisco and Sydney?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Sydney'}"
What's the weather difference between Sydney and Rome?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Rome'}"
"Which is warmer, current location or San Francisco?",weather_comparison,"{'location1': 'current location', 'location2': 'San Francisco'}"
Compare temperatures in current location and Singapore,weather_comparison,"{'location1': 'current location', 'location2': 'Singapore'}"
"Which is warmer, Tokyo or my location?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'my location'}"
How do temperatures compare in Moscow and here?,weather_comparison,"{'location1': 'Moscow', 'location2': 'here'}"
Current temperature in Tokyo,temperature_query,{'location': 'Tokyo'}
Weather difference between Singapore and Sydney,weather_comparison,"{'location1': 'Singapore', 'location2': 'Sydney'}"
Will it snow in New York tomorrow?,weather_forecast,{'location': 'New York'}
Weather contrast between Amsterdam and here,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'here'}"
What's the mercury reading in Amsterdam?,temperature_query,{'location': 'Amsterdam'}
Weather difference between Dubai and Berlin,weather_comparison,"{'location1': 'Dubai', 'location2': 'Berlin'}"
What's the weather difference between Paris and Berlin?,weather_comparison,"{'location1': 'Paris', 'location2': 'Berlin'}"
Weather comparison between Mumbai and Dubai,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Dubai'}"
Temperature comparison between my location and London,weather_comparison,"{'location1': 'my location', 'location2': 'London'}"
How's the weather different in Dubai vs here?,weather_comparison,"{'location1': 'Dubai', 'location2': 'here'}"
Weather comparison between Amsterdam and Tokyo,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Tokyo'}"
How do temperatures compare in Paris and Tokyo?,weather_comparison,"{'location1': 'Paris', 'location2': 'Tokyo'}"
Weather contrast between Paris and Tokyo,weather_comparison,"{'location1': 'Paris', 'location2': 'Tokyo'}"
"Which city has better weather, Tokyo or Berlin?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'Berlin'}"
How cold is it in Paris?,temperature_query,{'location': 'Paris'}
What's the feels like temperature in my location?,temperature_query,{'location': 'my location'}
Weather comparison between Amsterdam and Sydney,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Sydney'}"
"Which is colder, Mumbai or Sydney?",weather_comparison,"{'location1': 'Mumbai', 'location2': 'Sydney'}"
Weather contrast between current location and here,weather_comparison,"{'location1': 'current location', 'location2': 'here'}"
How does the weather in Moscow compare to Berlin?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Berlin'}"
"Which is colder, my location or Rome?",weather_comparison,"{'location1': 'my location', 'location2': 'Rome'}"
How does the weather in Sydney compare to Rome?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Rome'}"
What's the weather difference between Mumbai and current location?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'current location'}"
What's the precipitation chance in Toronto?,precipitation_query,{'location': 'Toronto'}
How do temperatures compare in Tokyo and London?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'London'}"
Weather comparison: Mumbai versus Tokyo,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Tokyo'}"
"Which city has better weather, Toronto or San Francisco?",weather_comparison,"{'location1': 'Toronto', 'location2': 'San Francisco'}"
Weather comparison: Mumbai versus San Francisco,weather_comparison,"{'location1': 'Mumbai', 'location2': 'San Francisco'}"
"Which is warmer, Singapore or Moscow?",weather_comparison,"{'location1': 'Singapore', 'location2': 'Moscow'}"
"Which is warmer, London or my location?",weather_comparison,"{'location1': 'London', 'location2': 'my location'}"
How hot is it in Moscow?,temperature_query,{'location': 'Moscow'}
Will it drizzle in Seoul?,precipitation_query,{'location': 'Seoul'}
What's the temperature going to be in Moscow?,temperature_query,{'location': 'Moscow'}
How does the weather in Sydney compare to here?,weather_comparison,"{'location1': 'Sydney', 'location2': 'here'}"
Weather contrast between Dubai and Sydney,weather_comparison,"{'location1': 'Dubai', 'location2': 'Sydney'}"
Weather difference between Singapore and Toronto,weather_comparison,"{'location1': 'Singapore', 'location2': 'Toronto'}"
Temperature comparison between current location and London,weather_comparison,"{'location1': 'current location', 'location2': 'London'}"
Weather comparison between Amsterdam and Berlin,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Berlin'}"
Weather comparison: San Francisco versus New York,weather_comparison,"{'location1': 'San Francisco', 'location2': 'New York'}"
Will it snow in New York?,precipitation_query,{'location': 'New York'}
"Which is colder, Tokyo or Paris?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'Paris'}"
Compare temperatures in Toronto and Sydney,weather_comparison,"{'location1': 'Toronto', 'location2': 'Sydney'}"
How's the weather different in London vs Paris?,weather_comparison,"{'location1': 'London', 'location2': 'Paris'}"
Weather comparison: Paris versus Toronto,weather_comparison,"{'location1': 'Paris', 'location2': 'Toronto'}"
Weather comparison: London versus Rome,weather_comparison,"{'location1': 'London', 'location2': 'Rome'}"
Weather contrast between Tokyo and current location,weather_comparison,"{'location1': 'Tokyo', 'location2': 'current location'}"
Will there be any precipitation in San Francisco?,precipitation_query,{'location': 'San Francisco'}
"Which is colder, Tokyo or my location?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'my location'}"
What's the weather difference between my location and Mumbai?,weather_comparison,"{'location1': 'my location', 'location2': 'Mumbai'}"
"Which is colder, Tokyo or Moscow?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'Moscow'}"
How does the weather in Paris compare to current location?,weather_comparison,"{'location1': 'Paris', 'location2': 'current location'}"
"Which is warmer, Berlin or Toronto?",weather_comparison,"{'location1': 'Berlin', 'location2': 'Toronto'}"
Compare weather in Mumbai and Seoul,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Seoul'}"
Will it rain today in Mumbai?,precipitation_query,{'location': 'Mumbai'}
How's the weather different in San Francisco vs here?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'here'}"
Weather forecast for the week in Paris,weather_forecast,{'location': 'Paris'}
Weather comparison: here versus San Francisco,weather_comparison,"{'location1': 'here', 'location2': 'San Francisco'}"
Compare temperatures in Dubai and Seoul,weather_comparison,"{'location1': 'Dubai', 'location2': 'Seoul'}"
"Which is colder, Tokyo or Toronto?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'Toronto'}"
Will it snow in Toronto?,precipitation_query,{'location': 'Toronto'}
What's the heat index in Paris?,temperature_query,{'location': 'Paris'}
Compare weather in London and here,weather_comparison,"{'location1': 'London', 'location2': 'here'}"
What's the weather difference between Dubai and San Francisco?,weather_comparison,"{'location1': 'Dubai', 'location2': 'San Francisco'}"
How cold is it in Sydney?,temperature_query,{'location': 'Sydney'}
"Which is warmer, my location or Toronto?",weather_comparison,"{'location1': 'my location', 'location2': 'Toronto'}"
Temperature comparison between Berlin and Amsterdam,weather_comparison,"{'location1': 'Berlin', 'location2': 'Amsterdam'}"
How does the weather in New York compare to San Francisco?,weather_comparison,"{'location1': 'New York', 'location2': 'San Francisco'}"
Temperature comparison between Dubai and Sydney,weather_comparison,"{'location1': 'Dubai', 'location2': 'Sydney'}"
How's the weather different in Paris vs Rome?,weather_comparison,"{'location1': 'Paris', 'location2': 'Rome'}"
How do temperatures compare in Amsterdam and Tokyo?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Tokyo'}"
How do temperatures compare in current location and Seoul?,weather_comparison,"{'location1': 'current location', 'location2': 'Seoul'}"
Weather difference between Mumbai and Dubai,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Dubai'}"
What's the weather going to be like in Toronto this weekend?,weather_forecast,{'location': 'Toronto'}
Will it drizzle in Toronto?,precipitation_query,{'location': 'Toronto'}
Will there be any precipitation in Toronto?,precipitation_query,{'location': 'Toronto'}
Weather comparison between San Francisco and New York,weather_comparison,"{'location1': 'San Francisco', 'location2': 'New York'}"
Temperature comparison between Paris and Sydney,weather_comparison,"{'location1': 'Paris', 'location2': 'Sydney'}"
Weather difference between Amsterdam and Mumbai,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Mumbai'}"
